,model_name,train_loglikelihood_score_mean,train_loglikelihood_score_SEM,test_loglikelihood_score_mean,test_loglikelihood_score_SEM
0,Ground truth,-44.05152893066406,1.4757195711135864,-46.37316131591797,0.15508274734020233
