,model_name,train_loglikelihood_score_mean,train_loglikelihood_score_SEM,test_loglikelihood_score_mean,test_loglikelihood_score_SEM
0,LinearGaussianSSM_statedim10_emissiondim5,-37.23707580566406,1.215133547782898,-65.5960693359375,0.6648045778274536
